Ontario
41
Ontario,Beaches—East York,Beaches—East York,Nicolas Johnson,Nicolas Johnson,Progressive Conservative Party of Ontario,5955
Ontario,Beaches—East York,Beaches—East York,Alex Lindsay,Alex Lindsay,Ontario Libertarian Party,523
Ontario,Beaches—East York,Beaches—East York,Naomi Poley-Fisher,Naomi Poley-Fisher,Freedom Party of Ontario,157
Ontario,Beaches—East York,Beaches—East York,Arthur Potts,Arthur Potts,Ontario Liberal Party,17102
Ontario,Beaches—East York,Beaches—East York,Michael Prue,Michael Prue,New Democratic Party of Ontario,16671
Ontario,Beaches—East York,Beaches—East York,Debra Scott,Debra Scott,Green Party of Ontario,2313
Ontario,Bramalea—Gore—Malton,Bramalea—Gore—Malton,Harjit Jaswal,Harjit Jaswal,Progressive Conservative Party of Ontario,9473
Ontario,Bramalea—Gore—Malton,Bramalea—Gore—Malton,Kuldip Kular,Kuldip Kular,Ontario Liberal Party,17894
Ontario,Bramalea—Gore—Malton,Bramalea—Gore—Malton,Jagmeet Singh,Jagmeet Singh,New Democratic Party of Ontario,23521
Ontario,Bramalea—Gore—Malton,Bramalea—Gore—Malton,Pauline Thornham,Pauline Thornham,Green Party of Ontario,2285
Ontario,Brampton—Springdale,Brampton—Springdale,Gurpreet Dhillon,Gurpreet Dhillon,New Democratic Party of Ontario,13481
Ontario,Brampton—Springdale,Brampton—Springdale,Elizabeth Hill,Elizabeth Hill,Communist Party of Canada (Ontario),398
Ontario,Brampton—Springdale,Brampton—Springdale,Pam Hundal,Pam Hundal,Progressive Conservative Party of Ontario,10234
Ontario,Brampton—Springdale,Brampton—Springdale,Harinder Malhi,Harinder Malhi,Ontario Liberal Party,16848
Ontario,Brampton—Springdale,Brampton—Springdale,Laila Zarrabi Yan,Laila Zarrabi Yan,Green Party of Ontario,1322
Ontario,Brampton West,Brampton West,Luis Chacin,Luis Chacin,Ontario Libertarian Party,932
Ontario,Brampton West,Brampton West,Vic Dhillon,Vic Dhillon,Ontario Liberal Party,24815
Ontario,Brampton West,Brampton West,Sayyeda Ebrahim,Sayyeda Ebrahim,Green Party of Ontario,1502
Ontario,Brampton West,Brampton West,Ted Harlson,Ted Harlson,Freedom Party of Ontario,540
Ontario,Brampton West,Brampton West,Gugni Gill Panaich,Gugni Gill Panaich,New Democratic Party of Ontario,13096
Ontario,Brampton West,Brampton West,Randeep Sandhu,Randeep Sandhu,Progressive Conservative Party of Ontario,13262
Ontario,Brampton West,Brampton West,Dan Sullivan,Dan Sullivan,Family Coalition Party of Ontario,788
Ontario,Brant,Brant,Ken Burns,Ken Burns,Green Party of Ontario,2095
Ontario,Brant,Brant,Alex Felsky,Alex Felsky,New Democratic Party of Ontario,13992
Ontario,Brant,Brant,Rob Ferguson,Rob Ferguson,Ontario Libertarian Party,374
Ontario,Brant,Brant,Phil Gillies,Phil Gillies,Progressive Conservative Party of Ontario,16041
Ontario,Brant,Brant,Dave Levac,Dave Levac,Ontario Liberal Party,19346
Ontario,Brant,Brant,Brittni Mitchell,Brittni Mitchell,Freedom Party of Ontario,179
Ontario,Brant,Brant,John Turmel,John Turmel,Pauper Party of Ontario,61
Ontario,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,Ellen Anderson,Ellen Anderson,Ontario Liberal Party,11559
Ontario,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,Karen Gventer,Karen Gventer,New Democratic Party of Ontario,6789
Ontario,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,Jenny Parsons,Jenny Parsons,Green Party of Ontario,3768
Ontario,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,Jamie D. Spence,Jamie D. Spence,Freedom Party of Ontario,200
Ontario,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,Caleb Voskamp,Caleb Voskamp,Ontario Libertarian Party,188
Ontario,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,Bill Walker,Bill Walker,Progressive Conservative Party of Ontario,20423
Ontario,Burlington,Burlington,Andrew Brannan,Andrew Brannan,Freedom Party of Ontario,253
Ontario,Burlington,Burlington,Meredith Cross,Meredith Cross,Green Party of Ontario,2351
Ontario,Burlington,Burlington,Jane McKenna,Jane McKenna,Progressive Conservative Party of Ontario,20319
Ontario,Burlington,Burlington,Eleanor McMahon,Eleanor McMahon,Ontario Liberal Party,23826
Ontario,Burlington,Burlington,Jan Mowbray,Jan Mowbray,New Democratic Party of Ontario,7854
Ontario,Burlington,Burlington,Charles Zach,Charles Zach,Ontario Libertarian Party,368
Ontario,Cambridge,Cambridge,Temara Brown,Temara Brown,Green Party of Ontario,2739
Ontario,Cambridge,Cambridge,Allan R. Dettweiler,Allan R. Dettweiler,Ontario Libertarian Party,605
Ontario,Cambridge,Cambridge,Rob Leone,Rob Leone,Progressive Conservative Party of Ontario,15696
Ontario,Cambridge,Cambridge,Kathryn McGarry,Kathryn McGarry,Ontario Liberal Party,18763
Ontario,Cambridge,Cambridge,Bobbi Stewart,Bobbi Stewart,New Democratic Party of Ontario,10406
Ontario,Carleton—Mississippi Mills,Carleton—Mississippi Mills,John Hansen,John Hansen,New Democratic Party of Ontario,8748
Ontario,Carleton—Mississippi Mills,Carleton—Mississippi Mills,Jack MacLaren,Jack MacLaren,Progressive Conservative Party of Ontario,30501
Ontario,Carleton—Mississippi Mills,Carleton—Mississippi Mills,Rosalyn Stevens,Rosalyn Stevens,Ontario Liberal Party,20472
Ontario,Carleton—Mississippi Mills,Carleton—Mississippi Mills,Andrew West,Andrew West,Green Party of Ontario,4614
Ontario,Chatham—Kent—Essex,Chatham—Kent—Essex,Ken Bell,Ken Bell,Green Party of Ontario,1971
Ontario,Chatham—Kent—Essex,Chatham—Kent—Essex,Dan Gelinas,Dan Gelinas,New Democratic Party of Ontario,11667
Ontario,Chatham—Kent—Essex,Chatham—Kent—Essex,Terry Johnson,Terry Johnson,Ontario Liberal Party,9160
Ontario,Chatham—Kent—Essex,Chatham—Kent—Essex,Douglas McLarty,Douglas McLarty,Ontario Libertarian Party,514
Ontario,Chatham—Kent—Essex,Chatham—Kent—Essex,Rick Nicholls,Rick Nicholls,Progressive Conservative Party of Ontario,14183
Ontario,Davenport,Davenport,Mariam Ahmad,Mariam Ahmad,Communist Party of Canada (Ontario),174
Ontario,Davenport,Davenport,Franz Cauchi,Franz Cauchi,Freedom Party of Ontario,111
Ontario,Davenport,Davenport,Lan Daniel,Lan Daniel,Progressive Conservative Party of Ontario,2619
Ontario,Davenport,Davenport,Cristina Martins,Cristina Martins,Ontario Liberal Party,16205
Ontario,Davenport,Davenport,Jonah Schein,Jonah Schein,New Democratic Party of Ontario,14164
Ontario,Davenport,Davenport,Daniel Stein,Daniel Stein,Green Party of Ontario,1974
Ontario,Davenport,Davenport,Nunzio Venuto,Nunzio Venuto,Ontario Libertarian Party,252
Ontario,Davenport,Davenport,Troy Young,Troy Young,The People's Political Party,99
Ontario,Don Valley-East,Don Valley-East,Michael Coteau,Michael Coteau,Ontario Liberal Party,19253
Ontario,Don Valley-East,Don Valley-East,Angela Kennedy,Angela Kennedy,Progressive Conservative Party of Ontario,9227
Ontario,Don Valley-East,Don Valley-East,Christopher McLeod,Christopher McLeod,Green Party of Ontario,1264
Ontario,Don Valley-East,Don Valley-East,Akil Sadikali,Akil Sadikali,New Democratic Party of Ontario,4492
Ontario,Don Valley-East,Don Valley-East,Wayne Simmons,Wayne Simmons,Freedom Party of Ontario,287
Ontario,Don Valley-West,Don Valley-West,Khalid Ahmed,Khalid Ahmed,New Democratic Party of Ontario,3569
Ontario,Don Valley-West,Don Valley-West,Patrick Boyd,Patrick Boyd,Ontario Libertarian Party,338
Ontario,Don Valley-West,Don Valley-West,Brock Burrows,Brock Burrows,Independent,138
Ontario,Don Valley-West,Don Valley-West,Tracy Curley,Tracy Curley,Freedom Party of Ontario,83
Ontario,Don Valley-West,Don Valley-West,Louis Fliss,Louis Fliss,Green Party of Ontario,1286
Ontario,Don Valley-West,Don Valley-West,Dimitrios Kabitsis,Dimitrios Kabitsis,Communist Party of Canada (Ontario),153
Ontario,Don Valley-West,Don Valley-West,David Porter,David Porter,Progressive Conservative Party of Ontario,14082
Ontario,Don Valley-West,Don Valley-West,Rosemary Waigh,Rosemary Waigh,Vegan Environmental Party,116
Ontario,Don Valley-West,Don Valley-West,Kathleen Wynne,Kathleen Wynne,Ontario Liberal Party,26215
Ontario,Dufferin—Caledon,Dufferin—Caledon,Bobbie Daid,Bobbie Daid,Ontario Liberal Party,13862
Ontario,Dufferin—Caledon,Dufferin—Caledon,Sylvia Jones,Sylvia Jones,Progressive Conservative Party of Ontario,18030
Ontario,Dufferin—Caledon,Dufferin—Caledon,Daniel Kowalewski,Daniel Kowalewski,Ontario Libertarian Party,540
Ontario,Dufferin—Caledon,Dufferin—Caledon,Karren Wallace,Karren Wallace,Green Party of Ontario,7535
Ontario,Dufferin—Caledon,Dufferin—Caledon,Rehya Yazbek,Rehya Yazbek,New Democratic Party of Ontario,5243
Ontario,Durham,Durham,Granville Anderson,Granville Anderson,Ontario Liberal Party,19816
Ontario,Durham,Durham,Mike Patrick,Mike Patrick,Progressive Conservative Party of Ontario,18580
Ontario,Durham,Durham,Derek Spence,Derek Spence,New Democratic Party of Ontario,13094
Ontario,Durham,Durham,Conner Toye,Conner Toye,Ontario Libertarian Party,620
Ontario,Durham,Durham,Halyna Zalucky,Halyna Zalucky,Green Party of Ontario,2326
Ontario,Eglinton—Lawrence,Eglinton—Lawrence,Michael Bone,Michael Bone,Freedom Party of Ontario,265
Ontario,Eglinton—Lawrence,Eglinton—Lawrence,Mike Colle,Mike Colle,Ontario Liberal Party,22855
Ontario,Eglinton—Lawrence,Eglinton—Lawrence,Thomas Gallezot,Thomas Gallezot,New Democratic Party of Ontario,3044
Ontario,Eglinton—Lawrence,Eglinton—Lawrence,Robin Martin,Robin Martin,Progressive Conservative Party of Ontario,14069
Ontario,Eglinton—Lawrence,Eglinton—Lawrence,Lucas C. McCann,Lucas C. McCann,Green Party of Ontario,1314
Ontario,Eglinton—Lawrence,Eglinton—Lawrence,Erwin Sniedzins,Erwin Sniedzins,Independent,144
Ontario,Elgin—Middlesex—London,Elgin—Middlesex—London,Kathy Cornish,Kathy Cornish,New Democratic Party of Ontario,11942
Ontario,Elgin—Middlesex—London,Elgin—Middlesex—London,John Fisher,John Fisher,Green Party of Ontario,2208
Ontario,Elgin—Middlesex—London,Elgin—Middlesex—London,Serge Lavoie,Serge Lavoie,Ontario Liberal Party,9051
Ontario,Elgin—Middlesex—London,Elgin—Middlesex—London,Clare Maloney,Clare Maloney,Freedom Party of Ontario,798
Ontario,Elgin—Middlesex—London,Elgin—Middlesex—London,Jeff Yurek,Jeff Yurek,Progressive Conservative Party of Ontario,20762
Ontario,Essex,Essex,Ray Cecile,Ray Cecile,Progressive Conservative Party of Ontario,10178
Ontario,Essex,Essex,Crystal Meloche,Crystal Meloche,Ontario Liberal Party,6625
Ontario,Essex,Essex,Taras Natyshak,Taras Natyshak,New Democratic Party of Ontario,28092
Ontario,Essex,Essex,Mark Vercouteren,Mark Vercouteren,Green Party of Ontario,1679
Ontario,Etobicoke-Centre,Etobicoke-Centre,Yvan Baker,Yvan Baker,Ontario Liberal Party,23632
Ontario,Etobicoke-Centre,Etobicoke-Centre,Alexander T. Bussmann,Alexander T. Bussmann,Ontario Libertarian Party,521
Ontario,Etobicoke-Centre,Etobicoke-Centre,Chris Jones,Chris Jones,New Democratic Party of Ontario,5696
Ontario,Etobicoke-Centre,Etobicoke-Centre,Andrew Kuess,Andrew Kuess,Freedom Party of Ontario,240
Ontario,Etobicoke-Centre,Etobicoke-Centre,Pina Martino,Pina Martino,Progressive Conservative Party of Ontario,15531
Ontario,Etobicoke-Centre,Etobicoke-Centre,John J. Martins,John J. Martins,The People's Political Party,243
Ontario,Etobicoke-Centre,Etobicoke-Centre,George Morrison,George Morrison,Green Party of Ontario,1254
Ontario,Etobicoke-Centre,Etobicoke-Centre,Felicia Trigiani,Felicia Trigiani,Vegan Environmental Party,148
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,P. C. Choo,P. C. Choo,New Democratic Party of Ontario,6348
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Doug Holyday,Doug Holyday,Progressive Conservative Party of Ontario,17402
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Natalie Lochwin,Natalie Lochwin,Socialist Party of Ontario,230
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Ian Lytvyn,Ian Lytvyn,Ontario Moderate Party,148
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Jeff Merklinger,Jeff Merklinger,Freedom Party of Ontario,298
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Peter Milczyn,Peter Milczyn,Ontario Liberal Party,23950
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Angela Salewsky,Angela Salewsky,Green Party of Ontario,2083
Ontario,Etobicoke—Lakeshore,Etobicoke—Lakeshore,Mark Wrzesniewski,Mark Wrzesniewski,Ontario Libertarian Party,345
Ontario,Etobicoke North,Etobicoke North,Nigel Barriffe,Nigel Barriffe,New Democratic Party of Ontario,7134
Ontario,Etobicoke North,Etobicoke North,Allan deRoo,Allan deRoo,Ontario Libertarian Party,706
Ontario,Etobicoke North,Etobicoke North,James McConnell,James McConnell,Freedom Party of Ontario,287
Ontario,Etobicoke North,Etobicoke North,Tony Milone,Tony Milone,Progressive Conservative Party of Ontario,6163
Ontario,Etobicoke North,Etobicoke North,Shafiq Qaadri,Shafiq Qaadri,Ontario Liberal Party,12150
Ontario,Etobicoke North,Etobicoke North,Kenny Robertson,Kenny Robertson,Green Party of Ontario,671
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Grant Crack,Grant Crack,Ontario Liberal Party,23662
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Darcy Neal Donnelly,Darcy Neal Donnelly,Ontario Libertarian Party,426
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Marc-Antoine Gagnier,Marc-Antoine Gagnier,Independent,297
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Carl Leduc,Carl Leduc,Freedom Party of Ontario,264
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Isabelle Sabourin,Isabelle Sabourin,New Democratic Party of Ontario,5843
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Raymond St. Martin,Raymond St. Martin,Green Party of Ontario,1688
Ontario,Glengarry—Prescott—Russell,Glengarry—Prescott—Russell,Roxane Villeneuve Robertson,Roxane Villeneuve Robertson,Progressive Conservative Party of Ontario,15118
Ontario,Guelph,Guelph,Juanita Burnett,Juanita Burnett,Communist Party of Canada (Ontario),236
Ontario,Guelph,Guelph,James Gordon,James Gordon,New Democratic Party of Ontario,9392
Ontario,Guelph,Guelph,Anthony MacDonald,Anthony MacDonald,Progressive Conservative Party of Ontario,11179
Ontario,Guelph,Guelph,Liz Sandals,Liz Sandals,Ontario Liberal Party,21949
Ontario,Guelph,Guelph,Mike Schreiner,Mike Schreiner,Green Party of Ontario,10181
Ontario,Guelph,Guelph,Blair Smythe,Blair Smythe,Ontario Libertarian Party,168
Ontario,Haldimand—Norfolk,Haldimand—Norfolk,Toby Barrett,Toby Barrett,Progressive Conservative Party of Ontario,22051
Ontario,Haldimand—Norfolk,Haldimand—Norfolk,Anne Faulkner,Anne Faulkner,Green Party of Ontario,2071
Ontario,Haldimand—Norfolk,Haldimand—Norfolk,Brad Mottashed,Brad Mottashed,Ontario Libertarian Party,0
Ontario,Haldimand—Norfolk,Haldimand—Norfolk,Ian Nichols,Ian Nichols,New Democratic Party of Ontario,9786
Ontario,Haldimand—Norfolk,Haldimand—Norfolk,Karen Robinson,Karen Robinson,Ontario Liberal Party,8331
Ontario,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,Don Abel,Don Abel,New Democratic Party of Ontario,10490
Ontario,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,Arsalan Ahmad,Arsalan Ahmad,Green Party of Ontario,2266
Ontario,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,Rick Johnson,Rick Johnson,Ontario Liberal Party,18617
Ontario,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,Laurie Scott,Laurie Scott,Progressive Conservative Party of Ontario,21747
Ontario,Halton,Halton,Ted Chudleigh,Ted Chudleigh,Progressive Conservative Party of Ontario,27939
Ontario,Halton,Halton,Susan Farrant,Susan Farrant,Green Party of Ontario,2681
Ontario,Halton,Halton,Kal Ghory,Kal Ghory,Ontario Libertarian Party,917
Ontario,Halton,Halton,Gerry Marsh,Gerry Marsh,Family Coalition Party of Ontario,354
Ontario,Halton,Halton,Indira Naidoo-Harris,Indira Naidoo-Harris,Ontario Liberal Party,33665
Ontario,Halton,Halton,Nik Spohr,Nik Spohr,New Democratic Party of Ontario,9864
Ontario,Hamilton Centre,Hamilton Centre,Andrea Horwath,Andrea Horwath,New Democratic Party of Ontario,18699
Ontario,Hamilton Centre,Hamilton Centre,Bob Mann,Bob Mann,Communist Party of Canada (Ontario),229
Ontario,Hamilton Centre,Hamilton Centre,Peter Melanson,Peter Melanson,Freedom Party of Ontario,331
Ontario,Hamilton Centre,Hamilton Centre,Peter Ormond,Peter Ormond,Green Party of Ontario,3078
Ontario,Hamilton Centre,Hamilton Centre,Donna Tiqui-Shebib,Donna Tiqui-Shebib,Ontario Liberal Party,8450
Ontario,Hamilton Centre,Hamilton Centre,John Vail,John Vail,Progressive Conservative Party of Ontario,5136
Ontario,Hamilton East—Stoney Creek,Hamilton East—Stoney Creek,David Brown,David Brown,Progressive Conservative Party of Ontario,7434
Ontario,Hamilton East—Stoney Creek,Hamilton East—Stoney Creek,Mark Burnison,Mark Burnison,Ontario Libertarian Party,676
Ontario,Hamilton East—Stoney Creek,Hamilton East—Stoney Creek,Britney Anne Johnston,Britney Anne Johnston,Freedom Party of Ontario,254
Ontario,Hamilton East—Stoney Creek,Hamilton East—Stoney Creek,Ivan Luksic,Ivan Luksic,Ontario Liberal Party,12354
Ontario,Hamilton East—Stoney Creek,Hamilton East—Stoney Creek,Paul Miller,Paul Miller,New Democratic Party of Ontario,19838
Ontario,Hamilton East—Stoney Creek,Hamilton East—Stoney Creek,Gregory Zink,Gregory Zink,Green Party of Ontario,1734
Ontario,Hamilton Mountain,Hamilton Mountain,Brian Goodwin,Brian Goodwin,Freedom Party of Ontario,318
Ontario,Hamilton Mountain,Hamilton Mountain,Greg Lenko,Greg Lenko,Green Party of Ontario,2035
Ontario,Hamilton Mountain,Hamilton Mountain,Albert Marshall,Albert Marshall,Progressive Conservative Party of Ontario,8747
Ontario,Hamilton Mountain,Hamilton Mountain,Javid Mirza,Javid Mirza,Ontario Liberal Party,14416
Ontario,Hamilton Mountain,Hamilton Mountain,Monique Taylor,Monique Taylor,New Democratic Party of Ontario,22899
Ontario,Hamilton Mountain,Hamilton Mountain,Hans Wienhold,Hans Wienhold,Ontario Libertarian Party,375
Ontario,Huron—Bruce,Huron—Bruce,Jan Johnstone,Jan Johnstone,New Democratic Party of Ontario,10824
Ontario,Huron—Bruce,Huron—Bruce,Max Maister,Max Maister,Ontario Libertarian Party,323
Ontario,Huron—Bruce,Huron—Bruce,Colleen Schenk,Colleen Schenk,Ontario Liberal Party,14610
Ontario,Huron—Bruce,Huron—Bruce,Lisa Thompson,Lisa Thompson,Progressive Conservative Party of Ontario,18492
Ontario,Huron—Bruce,Huron—Bruce,Dennis Valenta,Dennis Valenta,Equal Parenting Party,127
Ontario,Huron—Bruce,Huron—Bruce,Adam Werstine,Adam Werstine,Green Party of Ontario,1642
Ontario,Huron—Bruce,Huron—Bruce,Andrew Zettel,Andrew Zettel,Family Coalition Party of Ontario,1328
Ontario,Kenora—Rainy River,Kenora—Rainy River,Sarah Campbell,Sarah Campbell,New Democratic Party of Ontario,12872
Ontario,Kenora—Rainy River,Kenora—Rainy River,Anthony Leek,Anthony Leek,Ontario Liberal Party,3729
Ontario,Kenora—Rainy River,Kenora—Rainy River,Timothy McKillop,Timothy McKillop,Green Party of Ontario,711
Ontario,Kenora—Rainy River,Kenora—Rainy River,Randy Nickle,Randy Nickle,Progressive Conservative Party of Ontario,5905
Ontario,Kingston and the Islands,Kingston and the Islands,Mark Bain,Mark Bain,Progressive Conservative Party of Ontario,10645
Ontario,Kingston and the Islands,Kingston and the Islands,Mary Rita Holland,Mary Rita Holland,New Democratic Party of Ontario,14811
Ontario,Kingston and the Islands,Kingston and the Islands,Robert Kiley,Robert Kiley,Green Party of Ontario,3561
Ontario,Kingston and the Islands,Kingston and the Islands,Sophie Kiwala,Sophie Kiwala,Ontario Liberal Party,20833
Ontario,Kingston and the Islands,Kingston and the Islands,Jonathan Reid,Jonathan Reid,Freedom Party of Ontario,241
Ontario,Kitchener Centre,Kitchener Centre,Patrick Bernier,Patrick Bernier,Ontario Libertarian Party,557
Ontario,Kitchener Centre,Kitchener Centre,Margaret Johnston,Margaret Johnston,New Democratic Party of Ontario,9761
Ontario,Kitchener Centre,Kitchener Centre,Ronnie Smith,Ronnie Smith,Green Party of Ontario,2462
Ontario,Kitchener Centre,Kitchener Centre,Daiene Vernile,Daiene Vernile,Ontario Liberal Party,18459
Ontario,Kitchener Centre,Kitchener Centre,Wayne Wettlaufer,Wayne Wettlaufer,Progressive Conservative Party of Ontario,11546
Ontario,Kitchener—Conestoga,Kitchener—Conestoga,Michael Harris,Michael Harris,Progressive Conservative Party of Ontario,17390
Ontario,Kitchener—Conestoga,Kitchener—Conestoga,David Schumm,David Schumm,Ontario Libertarian Party,1041
Ontario,Kitchener—Conestoga,Kitchener—Conestoga,James Villeneuve,James Villeneuve,New Democratic Party of Ontario,10059
Ontario,Kitchener—Conestoga,Kitchener—Conestoga,David Weber,David Weber,Green Party of Ontario,3319
Ontario,Kitchener—Conestoga,Kitchener—Conestoga,Wayne Wright,Wayne Wright,Ontario Liberal Party,15896
Ontario,Kitchener—Waterloo,Kitchener—Waterloo,Jamie Burton,Jamie Burton,Ontario Liberal Party,16191
Ontario,Kitchener—Waterloo,Kitchener—Waterloo,Stacey Danckert,Stacey Danckert,Green Party of Ontario,2804
Ontario,Kitchener—Waterloo,Kitchener—Waterloo,Catherine Fife,Catherine Fife,New Democratic Party of Ontario,20034
Ontario,Kitchener—Waterloo,Kitchener—Waterloo,James Schulz,James Schulz,Ontario Libertarian Party,468
Ontario,Kitchener—Waterloo,Kitchener—Waterloo,Tracey Weiler,Tracey Weiler,Progressive Conservative Party of Ontario,14057
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,James Armstrong,James Armstrong,Green Party of Ontario,2103
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Dave Durnin,Dave Durnin,Freedom Party of Ontario,242
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Joe Hill,Joe Hill,New Democratic Party of Ontario,12157
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Bob Lewis,Bob Lewis,None of the Above Party of Ontario,552
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Monte McNaughton,Monte McNaughton,Progressive Conservative Party of Ontario,20609
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Mike Radan,Mike Radan,Ontario Liberal Party,9297
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Marinus Vander Vloet,Marinus Vander Vloet,Family Coalition Party of Ontario,560
Ontario,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,Matt Willson,Matt Willson,Ontario Libertarian Party,213
Ontario,Lanark—Frontenac—Lennox and Addington,Lanark—Frontenac—Lennox and Addington,Randy Hillier,Randy Hillier,Progressive Conservative Party of Ontario,21966
Ontario,Lanark—Frontenac—Lennox and Addington,Lanark—Frontenac—Lennox and Addington,Bill MacDonald,Bill MacDonald,Ontario Liberal Party,14957
Ontario,Lanark—Frontenac—Lennox and Addington,Lanark—Frontenac—Lennox and Addington,Cam Mather,Cam Mather,Green Party of Ontario,3266
Ontario,Lanark—Frontenac—Lennox and Addington,Lanark—Frontenac—Lennox and Addington,Dave Parkhill,Dave Parkhill,New Democratic Party of Ontario,10207
Ontario,Leeds—Grenville,Leeds—Grenville,Stephen Bowering,Stephen Bowering,Green Party of Ontario,2054
Ontario,Leeds—Grenville,Leeds—Grenville,Steve Clark,Steve Clark,Progressive Conservative Party of Ontario,23201
Ontario,Leeds—Grenville,Leeds—Grenville,Harold Gabriel,Harold Gabriel,Ontario Libertarian Party,476
Ontario,Leeds—Grenville,Leeds—Grenville,David Lundy,David Lundy,New Democratic Party of Ontario,7219
Ontario,Leeds—Grenville,Leeds—Grenville,Christine Milks,Christine Milks,Ontario Liberal Party,8500
Ontario,London—Fanshawe,London—Fanshawe,Teresa Armstrong,Teresa Armstrong,New Democratic Party of Ontario,17950
Ontario,London—Fanshawe,London—Fanshawe,Ali Aref Hamadi,Ali Aref Hamadi,Independent,113
